User ID,Rating,Latitude,Longitude
396,5,19.013378333,81.882043333
397,1,23.55416866,72.620049769
398,5,30.9228286,75.8643287
399,3,18.6439835,73.7809709
400,4,-1,-1
401,5,19.07067309,72.99743271
402,5,19.07067309,72.99743271
403,1,-1,-1
404,1,-1,-1
405,2,-1,-1
406,4,26.8678909,75.8224199
407,5,18.4552373,73.81110566
408,4,-1,-1
409,2,20.608569273,72.920793466
410,1,26.89528033,75.71575459
411,1,23.5542153,72.6201294
412,1,-1,-1
413,4,26.8678909,75.8224199
414,4,-1,-1
415,4,17.656805338,75.898488108
416,4,17.656805338,75.898488108
417,4,17.656805338,75.898488108
418,4,17.656805338,75.898488108
419,4,17.667726539,75.897825267
420,4,18.4552373,73.81110566
421,3,19.696513333,72.71127
422,1,18.52317587,73.85440173
423,5,18.52317587,73.85440173
424,5,18.52317587,73.85440173
425,5,18.52317587,73.85440173
426,4,22.86649872,88.35384128
427,1,12.99021639,77.66577315
428,5,12.99021639,77.66577315
429,5,26.956246667,75.73865
430,1,18.652154,73.7832126
431,1,-1,-1
432,2,28.5442211,77.1208742
433,4,17.74877267,83.264832515
434,4,22.243088199,84.871500715
435,5,22.45601208,88.37047534
436,5,22.45601208,88.37047534
437,5,22.45601208,88.37047534
438,2,22.6841315,72.8594123
439,5,20.37662398,85.5251044
440,5,20.37662398,85.5251044
441,4,26.8678909,75.8224199
442,5,19.05987351,72.84617445
443,1,21.1592143,72.7294813
444,1,-1,-1
445,3,22.5379131,88.3251157
446,5,28.6222811,77.36709
447,5,18.5542027,73.9152231
448,1,23.554205541,72.620048911
449,4,-1,-1
450,5,21.12887188,79.05843916
451,1,20.325873333,85.79385
452,5,27.16196146,75.71130529
453,2,29.29154313,77.94062264
454,2,29.29154313,77.94062264
455,2,29.29687358,77.93381265
456,3,29.29687358,77.93381265
457,5,21.49219938,86.91360454
458,4,23.0748525,72.5441562
459,4,23.02633202,72.53105643
460,4,23.0748525,72.5441562
461,4,23.02633202,72.53105643
462,4,23.02633202,72.53105643
463,5,10.58327144,77.26369358
464,5,23.02633202,72.53105643
465,4,17.251748951,80.163352578
466,4,17.251748951,80.163352578
467,4,19.0293497,72.8617022
468,5,23.02633202,72.53105643
469,2,12.047,75.5241798
470,2,12.050190163,75.523828855
471,2,12.050190163,75.523828855
472,2,12.050190163,75.523828855
473,2,12.3645116,75.2866125
474,2,12.046581879,75.523936646
475,2,12.046581879,75.523936646
476,2,12.046581879,75.523936646
477,2,12.046581879,75.523936646
478,2,12.046581879,75.523936646
479,2,12.046581879,75.523936646
480,1,12.046581879,75.523936646
481,2,12.046581879,75.523936646
482,2,12.046581879,75.523936646
483,2,12.046581879,75.523936646
484,1,12.04671884,75.524230599
485,2,12.04671884,75.524230599
486,2,12.04671884,75.524230599
487,2,12.04671884,75.524230599
488,2,12.04671884,75.524230599
489,2,12.0487003,75.5239571
490,2,12.0487003,75.5239571
491,2,12.0467347,75.5238386
492,2,12.0467347,75.5238386
493,2,12.0467347,75.5238386
494,2,12.0484101,75.5227567
495,2,12.0491543,75.525182
496,2,12.047049338,75.524063297
497,2,12.047049338,75.524063297
498,2,12.047049338,75.524063297
499,2,12.046938948,75.524084503
500,2,12.046938948,75.524084503
501,2,12.046938948,75.524084503
502,4,-1,-1
503,4,-1,-1
504,5,27.778348333,77.790966667
505,5,-1,-1
506,5,27.778348333,77.790966667
507,2,22.317154737,88.226638559
508,1,18.5600589,73.7744468
509,1,18.5601095,73.7745046
510,1,18.5601095,73.7745046
511,3,18.559881,73.7843583
512,2,18.560206847,73.788479839
513,2,18.5601665,73.7745229
514,1,18.5601607,73.7745133
515,3,18.560206847,73.788479839
516,1,18.560206847,73.788479839
517,4,18.560206847,73.788479839
518,4,18.560206847,73.788479839
519,1,18.560206847,73.788479839
520,1,18.560206847,73.788479839
521,1,18.560206847,73.788479839
522,1,18.560206847,73.788479839
523,1,28.4233529,77.3494913
524,2,28.4233529,77.3494913
525,5,19.1649753,72.8460338
526,1,18.560206847,73.788479839
527,4,13.00417722,77.58788383
528,4,13.00417722,77.58788383
529,4,17.4220088,78.5111502
530,1,28.5893598,76.9961671
531,2,22.6841315,72.8594123
532,5,19.1113166,73.0162247
533,4,20.6099288,72.9206817
534,1,28.67230926,77.1235211
535,1,18.418346661,73.763874989
536,1,19.12858,72.928101667
537,5,28.5709589,77.1659513
538,5,28.5704897,77.1665423
539,5,28.5704897,77.1665423
540,5,28.57036952,77.16649768
541,5,28.57301609,77.1674812
542,5,28.598645431,77.187362664
543,5,28.598645431,77.187362664
544,5,28.598645431,77.187362664
545,5,28.598645431,77.187362664
546,5,28.598645431,77.187362664
547,5,28.598645431,77.187362664
548,5,28.598645431,77.187362664
549,5,28.598645431,77.187362664
550,5,28.5709589,77.1659513
551,5,28.5704897,77.1665423
552,5,28.5704897,77.1665423
553,5,28.57036952,77.16649768
554,5,28.57301609,77.1674812
555,5,28.598645431,77.187362664
556,5,28.598645431,77.187362664
557,5,28.598645431,77.187362664
558,5,28.598645431,77.187362664
559,5,28.598645431,77.187362664
560,5,28.598645431,77.187362664
561,5,28.598645431,77.187362664
562,5,28.598645431,77.187362664
563,5,28.598645431,77.187362664
564,2,18.6439835,73.7809709
565,5,17.4060134,78.4387523
566,3,22.317087133,88.22643308
567,3,28.5557235,77.27539778
568,3,28.5557235,77.27539778
569,1,-1,-1
570,1,-1,-1
571,5,22.5935545,88.3435443
572,2,28.34862898,77.33243804
573,3,25.609811691,85.161921405
574,1,-1,-1
575,1,-1,-1
576,1,-1,-1
577,2,22.6841315,72.8594123
578,5,18.60292286,73.74443346
579,5,23.02633202,72.53105643
580,4,-1,-1
581,5,-1,-1
582,5,-1,-1
583,1,-1,-1
584,1,-1,-1
585,1,-1,-1
586,1,-1,-1
587,1,-1,-1
588,1,-1,-1
589,5,23.02633202,72.53105643
590,4,18.5089165,73.8560669
591,3,13.05073298,77.508208
592,2,22.6841315,72.8594123
593,4,-1,-1
594,4,26.8678909,75.8224199
595,4,22.691252753,75.870185263
596,5,22.23660812,73.17676878
597,4,22.691565234,75.870212584
598,5,20.376603,85.52541406
599,5,-1,-1
600,4,22.820719904,70.861893771
601,5,11.94294797,79.49907873
602,4,-1,-1
603,5,17.4060406,78.4381189
604,1,26.2595121,72.9662255
605,4,21.920000087,82.779998761
606,1,-1,-1
607,2,22.55395054,88.34988441
608,1,19.127915,72.929513333
609,1,-1,-1
610,4,20.609423047,72.925656561
611,5,28.6276601,77.4356403
612,1,-1,-1
613,4,-1,-1
614,1,28.5893598,76.9961671
615,1,22.690644,75.8714135
616,4,12.266127518,76.602635533
617,5,18.498686459,73.833592767
618,5,26.192231467,78.158261258
619,5,10.58327144,77.26369358
620,5,28.3547628,77.2920536
621,5,17.42407615,78.50701954
622,4,13.0131504,77.6931287
623,5,21.49219938,86.91360454
624,4,19.129292,72.9298747
625,3,-1,-1
626,1,18.418182876,73.764172788
627,1,28.6459985,77.233365
628,1,18.652154,73.7832126
629,3,22.63242013,88.37315648
630,4,18.4665172,73.8806314
631,1,28.595283333,77.196196667
632,1,28.595283333,77.196196667
633,1,28.595283333,77.196196667
634,4,13.0131504,77.6931287
635,5,17.667726539,75.897825267
636,4,22.6031385,88.403459
637,5,17.40830819,78.5534154
638,1,28.6459985,77.233365
639,4,17.988919,75.52954107
640,5,17.988919,75.52954107
641,1,17.988919,75.52954107
642,5,17.988919,75.52954107
643,5,17.988919,75.52954107
644,5,17.98888958,75.52949524
645,2,28.544213,77.1208881
646,1,-1,-1
647,5,10.5831952,77.26338048
648,4,13.05892046,80.26002535
649,5,17.4058518,78.438064
650,5,19.07067309,72.99743271
651,4,17.51310121,78.47569334
652,4,-1,-1
653,2,28.5900763,76.9961671
654,5,-1,-1
655,1,-1,-1
656,1,-1,-1
657,5,-1,-1
658,5,-1,-1
659,5,-1,-1
660,5,-1,-1
661,5,-1,-1
662,5,-1,-1
663,5,-1,-1
664,5,-1,-1
665,5,-1,-1
666,5,-1,-1
667,5,-1,-1
668,5,-1,-1
669,5,-1,-1
670,5,-1,-1
671,5,-1,-1
672,5,-1,-1
673,5,-1,-1
674,4,-1,-1
675,5,-1,-1
676,5,-1,-1
677,4,20.72820895,81.20534888
678,5,26.895591667,75.750326667
679,2,28.6459985,77.233365
680,4,26.8678909,75.8224199
681,1,30.10491164,78.28702557
682,4,18.4665172,73.8806314
683,2,28.544212,77.1208765
684,2,28.6459985,77.233365
685,1,18.4182712,73.76386931
686,2,-1,-1
687,1,-1,-1
688,1,11.25544973,75.78631021
689,4,12.9016899,77.673531
690,4,12.266182378,76.602716502
691,1,23.554205541,72.620048911
692,2,21.08810544,79.083835561
693,5,10.5831952,77.26338048
694,5,28.6228729,77.3652817
695,1,10.5831952,77.26338048
696,1,23.554205541,72.620048911
697,2,-1,-1
698,2,-1,-1
699,4,22.820719904,70.861893771
700,2,-1,-1
701,4,22.820719904,70.861893771
702,4,22.820719904,70.861893771
703,2,-1,-1
704,4,13.0164282,77.5682505
705,4,22.58426807,88.3495623
706,1,18.4665172,73.8806314
707,3,29.288132831,77.946487901
708,5,20.24162576,85.78833058
709,4,19.129496,72.9298374
710,5,13.0131504,77.6931287
711,4,22.58426807,88.3495623
712,3,10.5831952,77.26338048
713,4,14.7007365,76.84903495
714,4,14.7007365,76.84903495
715,4,14.7007365,76.84903495
716,4,14.7007365,76.84903495
717,4,14.70075882,76.84902916
718,4,18.4665172,73.8806314
719,4,14.83354372,77.00173523
720,4,18.5849187,73.7601047
721,4,14.83354372,77.00173523
722,5,29.6958559,77.0045217
723,2,19.0273176,73.0592016
724,4,18.4031839,73.2177414
725,1,18.4031839,73.2177414
726,5,28.6276884,77.4356632
727,4,17.667726539,75.897825267
728,2,-1,-1
729,5,-1,-1
730,4,-1,-1
731,1,24.4148705,75.8303352
732,1,-1,-1
733,5,19.1294971,72.9297685
734,5,26.895591667,75.750326667
735,5,12.9090747,77.6377264
736,5,28.598645431,77.187362664
737,3,27.61914151,75.15028394
738,4,26.8678909,75.8224199
739,4,18.4552373,73.81110566
740,5,28.65147217,77.15916846
741,5,23.02633202,72.53105643
742,1,28.595283333,77.196196667
743,5,28.65147217,77.15916846
744,5,19.05987351,72.84617445
745,5,19.05987351,72.84617445
746,1,28.595283333,77.196196667
747,1,28.595283333,77.196196667
748,1,28.595283333,77.196196667
749,1,28.595283333,77.196196667
750,1,28.595283333,77.196196667
751,1,28.595283333,77.196196667
752,1,28.595283333,77.196196667
753,1,28.595283333,77.196196667
754,5,20.711088879,83.492677789
755,4,18.50284335,73.84522894
756,5,-1,-1
757,5,-1,-1
758,5,-1,-1
759,5,-1,-1
760,5,-1,-1
761,5,-1,-1
762,1,21.20745945,72.84002996
763,3,-1,-1
764,4,-1,-1
765,1,28.5900763,76.9961671
766,1,13.05073298,77.508208
767,2,12.04680006,75.524191372
768,2,22.63242013,88.37315648
769,5,-1,-1
770,5,21.49219938,86.91360454
771,5,21.49219938,86.91360454
772,5,21.49219938,86.91360454
773,1,17.700823333,74.149446667
774,1,28.595283333,77.196196667
775,1,26.877585,80.916375
776,1,28.595283333,77.196196667
777,1,28.595283333,77.196196667
778,5,28.5326743,77.2172074
779,5,19.05987351,72.84617445
780,1,28.595283333,77.196196667
781,2,19.0284229,73.0608532
782,5,19.1293869,72.9298393
783,5,23.03765581,72.58766649
784,2,22.6841315,72.8594123
785,4,18.723947466,73.68222096
786,1,-1,-1
787,4,-1,-1
788,5,-1,-1
789,5,21.49219938,86.91360454
790,4,-1,-1
791,5,15.3896097,77.2243907
792,5,21.49219938,86.91360454
793,4,19.0293497,72.8617022
794,4,19.0293497,72.8617022
795,2,17.4677679,78.3851114
796,2,29.288132831,77.946487901
797,4,26.8678909,75.8224199
798,4,19.0293497,72.8617022
799,3,-1,-1
800,4,26.8678909,75.8224199
801,3,28.592009038,77.332225186
802,3,18.4552373,73.81110566
803,1,26.60728419,75.93938602
804,1,26.60728419,75.93938602
805,1,-1,-1
806,1,-1,-1
807,4,19.0293497,72.8617022
808,2,12.04680006,75.524191372
809,5,30.16575894,74.98050088
810,5,-1,-1
811,4,23.028413283,72.555857264
812,5,22.43552082,70.60334213
813,4,-1,-1
814,5,22.5873917,88.4217317
815,5,21.49219938,86.91360454
816,5,21.49219938,86.91360454
817,4,-1,-1
818,4,18.6545508,73.810844
819,1,23.552608817,72.61118439
820,2,12.04680006,75.524191372
821,1,23.552608817,72.61118439
822,4,23.85944965,72.13809065
823,4,-1,-1
824,2,25.5929437,85.1398272
825,1,23.2115054,72.6403713
826,1,23.2114872,72.6404393
827,1,26.2575798,72.9624198
828,1,24.4099492,75.8350048
829,3,17.4677679,78.3851114
830,4,26.8678909,75.8224199
831,4,23.2518839,77.4264474
832,4,23.2518839,77.4264474
833,4,23.2507838,77.4273458
834,4,13.0007214,77.6768851
835,4,12.9920414,77.7035658
836,4,23.2511206,77.4269871
837,2,25.180488333,73.309413333
838,4,23.27278315,77.38239988
839,4,23.27278315,77.38239988
840,4,-1,-1
841,5,19.1113165,73.0162269
842,2,12.04680006,75.524191372
843,3,9.9467359,76.2979133
844,4,19.0293497,72.8617022
845,1,28.5900763,76.9961671
846,5,-1,-1
847,4,19.129387,72.9298395
848,5,19.1293899,72.929842
849,3,28.428605,77.0718841
850,1,21.18865783,72.80264234
851,3,28.4285948,77.0718652
852,3,28.4901235,77.0224417
853,2,28.488654141,77.022083006
854,1,28.486362613,77.020197874
855,1,28.48643433,77.020512062
856,5,-1,-1
857,5,-1,-1
858,1,28.6394151,77.1311317
859,1,25.5930494,85.1398399
860,3,17.74877267,83.264832515
861,1,28.4375242,77.0146945
862,5,25.594571525,91.945582473
863,1,23.5565118,72.617512
864,1,28.67120541,77.12329241
865,1,-1,-1
866,4,19.0293497,72.8617022
867,3,10.352598,76.9319193
868,5,28.67090908,77.31284873
869,4,12.9090747,77.6377264
870,5,17.251748951,80.163352578
871,1,-1,-1
872,1,19.127805,72.929446667
873,1,-1,-1
874,1,-1,-1
875,1,28.5900763,76.9961671
876,3,18.6439835,73.7809709
877,4,19.0293497,72.8617022
878,1,-1,-1
879,1,11.25544973,75.78631021
880,3,-1,-1
881,5,28.6276884,77.4356632
882,5,25.594571525,91.945582473
883,4,-1,-1
884,4,-1,-1
885,4,-1,-1
886,4,-1,-1
887,4,-1,-1
888,4,-1,-1
889,4,-1,-1
890,4,-1,-1
891,4,-1,-1
892,4,-1,-1
893,3,17.4677679,78.3851114
894,4,26.2323768,75.849367
895,2,25.3545893,84.4846872
896,1,28.5900763,76.9961671
897,1,24.4183324,75.8312947
898,5,28.5326918,77.2171679
899,1,23.556550808,72.618594561
900,2,28.592133522,77.332463264
901,3,20.27145489,85.79530689
902,3,28.592133522,77.332463264
903,1,11.25544973,75.78631021
904,4,18.49579917,73.84903921
905,4,18.4031839,73.2177414
906,4,25.6181972,85.0981354
907,2,28.6276617,77.4356767
908,1,25.5930494,85.1398399
909,4,19.043809024,72.912036844
910,4,19.043809024,72.912036844
911,4,19.04352597,72.91187538
912,4,19.05004718,72.90429227
913,4,19.050229817,72.904357165
914,3,19.050229817,72.904357165
915,4,19.04841447,72.86826446
916,4,19.04557515,72.86498289
917,4,19.06105034,72.90043936
918,4,19.04709864,72.90804493
919,5,12.6584349,79.9996679
920,5,12.6584352,79.9996679
921,2,9.94660323,76.29785946
922,5,10.583110259,77.263425075
923,5,29.6729142,77.0074996
924,5,12.6585309,79.9997382
925,3,25.609811691,85.161921405
926,4,18.4967058,73.5113723
927,1,28.6459985,77.233365
928,2,18.6439835,73.7809709
929,5,28.6276617,77.4356767
930,1,28.5893598,76.9961671
931,1,28.6459985,77.233365
932,2,28.5938461,77.16563172
933,5,25.31562,86.716651667
934,5,23.02633202,72.53105643
